date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:31:19	123/123	---MCZ	200	added ('OK')	text/plain	etag:W/%22664f6f7a-7a%22	https://getbootstrap.com/robots.txt		(from )
19:31:20	25563/25563	---M-Z	200	added ('OK')	text/html	etag:W/%22664f6f7a-63db%22	https://getbootstrap.com/docs/5.3/examples/blog/	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/examples/blog/index.html	(from )
19:31:20	2596/2596	---M-Z	200	added ('OK')	application/javascript	etag:W/%22664f6f7a-a24%22	https://getbootstrap.com/docs/5.3/assets/js/color-modes.js	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/js/color-modes.js	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:22	14201/14201	---MCZ	200	added ('OK')	text/css	etag:W/%223779-p3AHUShgz5c2clsf4G7TpZSUQVs%22	https://cdn.jsdelivr.net/npm/@docsearch/css@3	/home/ninte/websites/blog/cdn.jsdelivr.net/npm/@docsearch/css@3.css	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:22	232803/232803	---M-Z	200	added ('OK')	text/css	etag:W/%22664f6f7a-38d63%22	https://getbootstrap.com/docs/5.3/dist/css/bootstrap.min.css	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/dist/css/bootstrap.min.css	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:23	7488/7488	---M--	200	added ('OK')	image/png	etag:%22664f6f7a-1d40%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/apple-touch-icon.png	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/apple-touch-icon.png	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:24	1152/1152	---M--	200	added ('OK')	image/png	etag:%22664f6f7a-480%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/favicon-32x32.png	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/favicon-32x32.png	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:25	525/525	---M--	200	added ('OK')	image/png	etag:%22664f6f7a-20d%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/favicon-16x16.png	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/favicon-16x16.png	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:26	412/412	---M-Z	200	added ('OK')	application/json	etag:W/%22664f6f7a-19c%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/manifest.json	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/manifest.json	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:27	1025/1025	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22664f6f7a-401%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/safari-pinned-tab.svg	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/safari-pinned-tab.svg	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:28	15086/15086	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22664f6f7a-3aee%22	https://getbootstrap.com/docs/5.3/assets/img/favicons/favicon.ico	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/assets/img/favicons/favicon.ico	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:30	500/500	---MC-	200	added ('OK')	text/css	date:Wed,%2019%20Feb%202025%2018:31:30%20GMT	https://fonts.googleapis.com/css?family=Playfair+Display:700,900&display=swap	/home/ninte/websites/blog/fonts.googleapis.com/cssfe94.css	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:30	740/740	---M-Z	200	added ('OK')	text/css	etag:W/%22664f6f7a-2e4%22	https://getbootstrap.com/docs/5.3/examples/blog/blog.css	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/examples/blog/blog.css	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:32	80721/80721	---M-Z	200	added ('OK')	application/javascript	etag:W/%22664f6f7a-13b51%22	https://getbootstrap.com/docs/5.3/dist/js/bootstrap.bundle.min.js	/home/ninte/websites/blog/getbootstrap.com/docs/5.3/dist/js/bootstrap.bundle.min.js	(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:33	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://getbootstrap.com/docs/5.3/examples/blog/)
19:31:34	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2019%20Feb%202025%2018:31:34%20GMT	https://fonts.googleapis.com/robots.txt		(from https://getbootstrap.com/docs/5.3/examples/blog/)
